epoch,Training Loss,Valid. CE Loss,Valid. LogLoss,Valid. Accur.,Training Time,Validation Time
1,0.7388591379309127,0.6413040621773056,0.6412847521679507,0.7190644547185205,0:13:29,0:00:26
2,0.5778509437194819,0.5999487230311269,0.599879438378587,0.7465324993200979,0:13:15,0:00:23
